country,description,designation,points,price,province,region,variety,winery
US,"Co-fermented with a small amount of Viognier, this wine opens in a flurry of sunflower before unleashing bold, firm flavors and layers of dense tannin and concentrated blackberry and cherry. The tannin continues to expand on the finish.",,88,60.0,California,Sonoma County, SYRAH,Pride Mountain
US,"More assertive and full-bodied than many versions, this wine smells like snap peas and spring flowers, but gets richer on the palate as peach flavors come out and mingle nicely in the unusually rich texture.",,88,18.0,California,Lake County,SAUVIGNON BLANC ,Rock Wall
US,"Softened by 20% Merlot, and aged in a healthy majority of new French oak, this is a smoky, smooth and tannic wine with savory characteristics of pencil and cedar that outweigh the fruitier aspects of mountain blackberry.",Henry Brothers Vineyard,88,90.0,California,Howell Mountain,cabernet sauvignon,Sequoia Grove
US,"A burly, brawny vineyard-designate, this wine powerfully combines black pepper and leather with spicy blackberry and cherry. A lacing of dark chocolate provides further decadence around a steely structure.",Cassata Vineyard,88,54.0,California,Sonoma Valley,CABERNET SAUVIGNON,Muscardini
US,"This is a round and fruity wine, offering pretty flavors of cherry and hints of darker berries. There are notes of earth and anise also, and just a twinge of plastic lingering in the aftertaste.",,88,25.0,Oregon,Willamette Valley, PINOT NOIR,Siduri
France,"This is a young, perfumed wine with attractive red fruits. While the wood is showing at the moment, that will fade as the wine develops, giving a fresh, raspberry-dominated wine. Drink from 2018.",,88,34.0,Burgundy,Givry,pinot  noir,Chanson Père et Fils
US,"Named for a small volcanic outcrop on the Niven family's sprawling property, this bottling from winemaker Christian Roguenant shows hearty black cherry, vanilla and star anise spice on the nose. The palate is extremely floral, with lavender, violet and elderflower scents, along with plum skin and crushed-slate flavors.",El Pico,93,35.0,California,Edna Valley,pinot  noir,Baileyana
France,"Lifted hints of chamomile and apple peel rise straight from the glass. The palate has the same streamlined citrus focus and just homes in on that sleek dry apple freshness that seem to be a dynamic force at the center of this wine. The flavors are concentrated and totally dominated by utter lemon freshness, tart and vivid to the last. Lovely now but with further potential. Drink now through 2030.",Hengst Grand Cru,93,50.0,Alsace,Alsace,RIESLING,Cave de Turckheim
France,"Subtle hints of tart apples appear first, then there is the merest touch of quince, even a touch of lemon balm. The palate pans out aromatically, always in that apple and quince spectrum, and has a brightening crisp edge of freshness and absolute concentration and dryness. With more air, the aromatic lemon balm note adds its special perfume to this wine. This is invigorating and enlivening.",Zotzenberg Grand Cru,93,38.0,Alsace,Alsace, riesling,Boeckel
US,"A sensational bottle at this price, it's ripe and textural, with a plush mix of strawberry and cherry fruit. The flavors evolve throughout a lengthy finish, adding layers of chocolate, malt and caramel, all in beautiful proportion.",Estate,93,35.0,Oregon,Chehalem Mountains,pinot noir,Alloro
US,"Honey, white peach and vanilla cream show on the nose of this bottling from winemaker Sabrine Rodem, with a kick of hazelnut as well. The palate is all about restrained richness, its buttery lemon curd and cinnamon flavors cut by bright acidity and a lemon-peel tang.",3 Clone,93,35.0,California,Monterey,chardonnay,Wrath
France,"Rounded and rich, this single-vineyard wine is concentrated without losing a touch of its beautiful fruit. It has a fine balance between fruit and acidity as well as a tense line of minerality and tight texture. Drink this impressive wine from 2024.",,93,140.0,Bordeaux,Saint-Émilion,Bordeaux-style red blend,Le Carré
France,"This second wine of Calon Ségur is beautifully proportioned. It is fruity with rich tannins. At the same time, the crisp fruit of the vintage gives a lift to the deep concentration. Let the wine develop over several years. Drink from 2024.",Le Marquis de Calon Ségur,93,25.0,Bordeaux,Saint-Estèphe,BORDEAUX-STYLE RED BLEND ,Château Calon Ségur
France,"Produced from biodynamically grown grapes, this is a fine, smooth and rich wine. Great tannins are cushioned within the ripe blackberry fruits and generous texture. It is already a delicious wine, although certain to age as well. The estate is close to Château Figeac. Drink from 2022.",,93,60.0,Bordeaux,Saint-Émilion,BORDEAUX-STYLE  RED  BLEND,Château la Marzelle
France,"Very earthy notes precede a subdued nose of citrus zest. These tart but expressive notes open up a little more on the palate where they are joined by a rounded, if crunchy structure. There is ample freshness here but also an earthy and (for now) citrus-fruited generosity. The finish reverts to stony, earthy cleanness. This is intriguing and needs time to unfold its fruit and unusual texture. Drink 2020–2030",Wiebelsberg Grand Cru,93,30.0,Alsace,Alsace,riesling,Biecher & Schaal
Italy,"Fresh and linear, this opens with fragrant purple flower, red berry and new leather scents. The firm, youthfully austere palate is loaded with finesse, offering crunchy red cherry, fresh strawberry and licorice notes with taut, fine-grained tannins and vibrant acidity. Give it time to unwind and fully develop. Drink 2019–2028.",,93,40.0,Tuscany,Vino Nobile di Montepulciano,Red  blend,Boscarelli
US,"As Willamette Valley vintners continually improve and redefine Oregon Chardonnay, a distinctive profile is emerging. This vivid and taut mineral-driven wine could be the poster child. The citrus, apples and pears bring a light touch of baking spices, extended length and surefire ageability. Plus, it's a fine value for a wine of such quality.",Estate,93,34.0,Oregon,Chehalem Mountains,Chardonnay,Alloro
France,The nose is like a veil of Golden Delicious apple scent. The palate follows with soft apple freshness that is pervaded by a deeper lemony streak. But it is apple charm that stays on the surface. There are hints of wax and stone too. The dry intense palate is concentrated and clean. Apple and lemon notes linger and leave the palate utterly clean.,Wiebelsberg Grand Cru,93,53.0,Alsace,Alsace,RIESLING ,Domaine Gresser
France,"A very pure but subtle note of Golden Delicious apple hits the nose. The palate rounds out this ripe but tart flavor but also brightens it with lovely apple crispness and freshness. The body is dry and totally fresh with wonderful concentration, aromatic length and purity. This simply leaves you wanting more.",Ehrhart Hengst Grand Cru,93,30.0,Alsace,Alsace,riesling,Domaine Saint-Rémy
Italy,"Violet, perfumed berry, new leather, cinnamon and mint aromas follow through to the elegant palate, lifting its juicy core of plum and ripe Morello cherry flavors. A licorice note signals the close while firm, fine-grained and polished tannins provide support. Drink 2018–2027.",Riserva,93,45.0,Tuscany,Vino Nobile di Montepulciano,red blend ,Il Conventino
Australia,"Only released in top vintages, this is Jim Barry's luxury cuvée of Cabenet Sauvignon. It does see plenty of oak, so it shows impressive notes of baking spices, vanilla and brown sugar, but it backs those with ample dark fruit. It's elegant despite its size, with a fine-grained tannins lingering on the finish. Drink now–2025, and possibly beyond.",The Benbournie,93,83.0,South Australia,Clare Valley,CABERNET  SAUVIGNON,Jim Barry
US,"Owned by Ken and Karen Wright, Savoya is planted on ancient marine sedimentary soil. Bold cherry fruit carries a streak of salinity, that tastes like a shake of salt and pepper around tart pomegranate fruit. It's tangy and lightly herbal, with classic structure and a clear path to aging over a decade or longer.",Savoya Vineyard,93,63.0,Oregon,Willamette Valley,pinot  noir,Ken Wright
Italy,"Made from 100% Merlot grapes, this boasts ripe red berry, cassis, espresso, vanilla and chopped mint aromas. The densely concentrated palate doles out ripe cassis, licorice, tobacco and sage flavors, blanketed in velvety tannins. Drink through 2022.",Messorio,93,225.0,Tuscany,Toscana,MERLOT,Le Macchiole
US,"From a vineyard site long tapped by both this producer and others, this beautifully crafted white is rich in a swirl of apple pie, fig and anise aromas and offers a voluptuous texture and mouthfeel. That concentration is complemented by crisp acidity, allowing for both balance and complexity.",Olivet Lane Vineyard,93,60.0,California,Russian River Valley,chardonnay ,Merry Edwards
US,"From Mt. Eden and Wente clones grown at 1,700 feet, this under-$30 bottling shows key lime and pomelo pith freshness on the nose, backed by chalk, crushed sea shell and tangerine blossom aromas. There is a fine-grained texture to the tannins on the palate, where bright citrus fruit meets with marcona almond touches. It's simultaneously refreshing and savory.",Nelson Family Vineyard,93,28.0,California,Santa Cruz Mountains,Chardonnay ,Mignanelli
US,"Though not designated as such, this is a reserve-level effort, as noted by the special label (with Owen Roe in large, old-fashioned cursive lettering) and its overall concentration. Dense black fruits are strongly accented with flavors of espresso and baking spices. It's a powerful wine that is already drinking well, and should continue to do so into the late 2020s.",Merriman Vineyard Clandeboye,93,85.0,Oregon,Willamette Valley,PINOT NOIR,Owen Roe
US,"This is an exceptionally concentrated, smooth and delicious wine. It has ripe blueberry, blackberry and raspberry flavors, and its texture strikes the right balance between supple and tannic. A Coro Mendocino blend, it's made from a base of Zinfandel, with Petite Sirah, Syrah and a dash of Grenache. Delicious now, it also has the stuffing to age. Best from 2018.",Coro Mendocino,93,38.0,California,Mendocino County,Red blend,Parducci
Australia,"This release deserves some sort of award for consistency, year in and year out. The 2011 is light to medium in body and long, zesty and vibrant on the finish. Aromas and flavors of bergamot, honey (although the wine is completely dry) and toast are classic aged Eden Valley Riesling. Drink now–2030.",The Contours Museum Reserve,93,45.0,South Australia,Eden Valley,RIESLING,Pewsey Vale
US,"Blended from the Laguna, Del Rio and Two Rock vineyards, this tangy white is balanced and bright in preserved lemon, honey, ginger and caramel. The back beat conveys citrus and mellowed oak.",,88,33.0,California,Russian River Valley,Chardonnay,Gallo Signature Series
France,"This wine is steely, with tight acidity and grapefruit and lime flavors. It is bright and lively, with a tense edge that needs to soften over the next few months. Drink from the end of 2016.",Les Montachins,88,23.0,Loire Valley,Sancerre, sauvignon blanc,Gitton Père et Fils
US,Baked black plums and mission figs mix with lavender and cracked pepper on the nose of this cool-climate bottling. The palate shows tart boysenberry flavors along with black peppercorns and condensed violets.,,88,40.0,California,Sta. Rita Hills,Syrah,Lincourt
Canada,"Pinot Noir from Canada can often be quite delicate, but this is a full-bodied, even muscular effort. Toasty and tasty, it puts a pleasant roasted character upon ripe strawberry and cherry fruit. Tannins are substantial, along with some barrel flavors from nine months in French oak.",Reserve,88,32.0,British Columbia,Okanagan Valley,Pinot noir,Mission Hill
